Candidat de regroupement	Fréquence	Spécificité	Variantes orthographiques	Matrice
existencia de empresa	2	6.63	existencia de empresas	Nom Préposition Nom
ventaja evidente	2	6.63	ventajas evidentes	Nom Adjectif
esfuerzo mental	2	6.63	esfuerzo mental	Nom Adjectif
manera crucial	2	6.63	manera crucial	Nom Adjectif
hallé	2	6.63	hallé	Verbe
tipo de avance	2	6.63	tipo de avances	Nom Préposition Nom
hecho económico	2	6.63	hechos económicos	Nom Adjectif
sugerí	2	6.63	sugerí	Nom
salario de hombre	2	6.63	salarios de hombres	Nom Préposition Nom
comportamiento económico	2	6.63	comportamiento económico	Nom Adjectif
tenia	2	6.63	tenia	Nom
influencia indirecto	2	6.63	influencia indirecta	Nom Adjectif
ahorradora	2	6.63	ahorradora	Adjectif
factor físico	2	6.63	factores físicos	Nom Adjectif
decaería	2	6.63	decaería	Verbe
inclinara	2	6.63	inclinara	Verbe
distinción fundamental	2	6.63	distinción fundamental	Nom Adjectif
periodo de crisis	2	6.63	periodos de crisis	Nom Préposition Nom
grande	731	6.62	grande___grandes___gran___mayor___máxima___máximos	Adjectif
mes	153	6.61	mes___meses	Nom
primo	24	6.59	primo___primos___primas	Adjectif
generar	38	6.58	generar___generan___generen	Verbe
parcialmente	23	6.56	parcialmente	Adverbe
condición del mercado	6	6.56	condiciones del mercado	Nom Préposition Nom
comparación	34	6.54	comparación___comparaciones	Nom
penúltimo	4	6.51	penúltimo	Adjectif
unidad monetario	4	6.51	unidades monetarias	Nom Adjectif
concepto general	4	6.51	concepto general___conceptos generales	Nom Adjectif
determinado	98	6.5	determinado___determinados___determinadas	Adjectif
contratación	23	6.49	contratación___contrataciones	Nom
anormal	6	6.49	anormal___anormales	Adjectif
observar	52	6.48	observar___observará___observó___observamos	Verbe
ligeramente	15	6.48	ligeramente	Adverbe
tipo de cambio	15	6.48	tipo de cambio___tipos de cambio	Nom Préposition Nom
tercio	17	6.48	tercio___tercios	Nom
competición	12	6.46	competición	Nom
operar	26	6.46	operar___operan___opere	Verbe
pendiente	5	6.45	pendiente	Nom
corregirla	3	6.45	corregirla	Verbe
negativo	68	6.44	negativo___negativos___negativas	Adjectif
desigual	14	6.44	desigual___desiguales	Adjectif
percibir	24	6.42	percibir___perciba___percibimos	Verbe
resentimiento	6	6.42	resentimiento___resentimientos	Nom
macroeconómicas	10	6.4	macroeconómicas	Nom
elevado	52	6.4	elevado___elevada___elevadas	Adjectif
balanza de pago	9	6.39	balanza de pagos	Nom Préposition Nom
brotar	4	6.37	brota___brote	Verbe
integramos	4	6.37	integramos	Verbe
minúsculo	4	6.37	minúscula	Adjectif
grabar	4	6.37	grabar___grabaron	Verbe
crecimiento del comercio	4	6.37	crecimiento del comercio	Nom Préposition Nom
obra público	6	6.36	obra pública___obras públicas	Nom Adjectif
equivalente	21	6.36	equivalente___equivalentes	Adjectif
idéntico	18	6.33	idéntica___idénticas	Adjectif
historia	60	6.33	historia	Nom
desalentar	6	6.3	desalentar	Verbe
edificación	5	6.28	edificación	Nom
principalmente	54	6.27	principalmente	Adverbe
completamente	54	6.26	completamente	Adverbe
plazo	152	6.24	plazo___plazos	Nom
regionalismo	4	6.23	regionalismo	Nom
fuente de información	6	6.23	fuente de información	Nom Préposition Nom
producción industrial	6	6.23	producción industrial	Nom Adjectif
definamos	4	6.23	definamos	Verbe
editor	6	6.23	editor	Nom
dinamización	4	6.23	dinamización	Nom
distinción	24	6.21	distinción	Nom
inteligencia	16	6.21	inteligencia	Nom
economía alemán	3	6.21	economía alemana	Nom Nom
académico	13	6.21	académico___académicos	Adjectif
sencillo	40	6.19	sencillo___sencillos___sencillas	Adjectif
mercado	326	6.17	mercado___mercados	Nom
bursátil	7	6.15	bursátil___bursátiles	Adjectif
condicional	8	6.12	condicional	Adjectif
vietnamita	8	6.12	vietnamita___vietnamitas	Adjectif
atribuible	4	6.11	atribuible	Adjectif
valor real	4	6.11	valores reales	Nom Adjectif
mercado de divisa	4	6.11	mercado de divisas___mercados de divisas	Nom Préposition Nom
inversión internacional	4	6.11	inversión internacionales___inversiones internacionales	Nom Adjectif
rentabilidad	16	6.09	rentabilidad___rentabilidades	Nom
guerra mundial	8	6.09	guerra mundial	Nom Adjectif
diferente	159	6.09	diferente___diferentes	Adjectif
venir	76	6.05	venir___venía___vendría	Verbe
instituto	21	6.04	instituto	Nom
peligro especial	2	6.01	peligro especial	Nom Adjectif
experimentarían	2	6.01	experimentarían	Verbe
autoridad en cuestión	2	6.01	autoridad en cuestiones	Nom Préposition Nom
empleado público	2	6.01	empleados públicos	Nom Adjectif
prosperidad general	2	6.01	prosperidad general	Nom Adjectif
orden capitalista	2	6.01	orden capitalista	Nom Adjectif
actitud tradicional	2	6.01	actitud tradicional	Nom Adjectif
característicamente	2	6.01	característicamente	Adverbe
indicaremos	2	6.01	indicaremos	Verbe
causa grave	2	6.01	causa grave	Nom Adjectif
rígidamente	2	6.01	rígidamente	Adverbe
mundo del transporte	2	6.01	mundos del transporte	Nom Préposition Nom
liquidez del mercado	2	6.01	liquidez del mercado	Nom Préposition Nom
desarrollo del capital	2	6.01	desarrollo del capital	Nom Préposition Nom
nivel particular	2	6.01	nivel particular	Nom Adjectif
gastaría	2	6.01	gastaría	Verbe
puñetazo	2	6.01	puñetazos	Nom
digestión	2	6.01	digestión	Nom
totalidad del producto	2	6.01	totalidad del producto	Nom Préposition Nom
proletarios	2	6.01	proletarios	Nom
faire	2	6.01	faire	Verbe
asignaban	2	6.01	asignaban	Verbe
convenzo	2	6.01	convenzo	Verbe
irrealidad	2	6.01	irrealidad	Nom
enunciaron	2	6.01	enunciaron	Verbe
atribuiremos	2	6.01	atribuiremos	Verbe
movimiento revolucionario	2	6.01	movimiento revolucionario	Nom Adjectif
resultado fundamental	2	6.01	resultado fundamental	Nom Adjectif
aserto	2	6.01	aserto	Nom
tipo de crecimiento	2	6.01	tipo de crecimiento	Nom Préposition Nom
volumen de recurso	2	6.01	volumen de recursos	Nom Préposition Nom
suma superior	2	6.01	suma superior	Nom Adjectif
efecto neto	2	6.01	efecto neto	Nom Adjectif
coste de trabajo	2	6.01	costes de trabajo	Nom Préposition Nom
ausencia absoluto	2	6.01	ausencia absoluta	Nom Adjectif
reforzaba	2	6.01	reforzaba	Verbe
medida amplio	2	6.01	medida amplia	Nom Adjectif
desvanecimiento	2	6.01	desvanecimiento	Nom
conclusión provisional	2	6.01	conclusión provisional	Nom Adjectif
ingreso fijo	2	6.01	ingreso fijo	Nom Adjectif
diferencia de interés	2	6.01	diferencias de interés	Nom Préposition Nom
problema de importancia	2	6.01	problemas de importancia	Nom Préposition Nom
fuerza extranjero	2	6.01	fuerzas extranjeras	Nom Adjectif
contrato colectivo	2	6.01	contratos colectivos	Nom Adjectif
dominarán	2	6.01	dominarán	Verbe
fin especulativo	2	6.01	fines especulativos	Nom Adjectif
diagnóstico correcto	2	6.01	diagnóstico correcto	Nom Adjectif
emisión de bono	2	6.01	emisión de bonos	Nom Préposition Nom
neutralice	2	6.01	neutralice	Verbe
analogías	2	6.01	analogías	Nom
aspecto polémico	2	6.01	aspectos polémicos	Nom Adjectif
política en cuestión	2	6.01	política en cuestiones	Nom Préposition Nom
pinza	2	6.01	pinzas	Nom
distribución desigual	2	6.01	distribuciones desiguales	Nom Adjectif
gracioso	2	6.01	graciosamente	Adverbe
salario miserable	2	6.01	salario miserable	Nom Adjectif
momento del nacimiento	2	6.01	momento del nacimiento	Nom Préposition Nom
conclusión preliminar	2	6.01	conclusión preliminar	Nom Adjectif
relación de cambio	2	6.01	relación de cambio	Nom Préposition Nom
aportación personal	2	6.01	aportación personal	Nom Adjectif
política macroeconómicas y estructural	2	6.01	políticas macroeconómicas y estructurales	Nom Adjectif Coord_Conjunction Adjectif
afinamiento	2	6.01	afinamiento	Nom
encajaban	2	6.01	encajaban	Verbe
anulará	2	6.01	anulará	Verbe
sociedad científico	2	6.01	sociedad científica	Nom Adjectif
inclinará	2	6.01	inclinará	Verbe
subtítulos	2	6.01	subtítulos	Nom
resbalar	2	6.01	resbaló	Verbe
intervención excesivo	2	6.01	intervención excesiva	Nom Adjectif
inducirá	2	6.01	inducirá	Verbe
desorientador	2	6.01	desorientador	Adjectif
verifican	2	6.01	verifican	Verbe
trabajo original	2	6.01	trabajo original	Nom Adjectif
cantidad de crédito	2	6.01	cantidad de crédito	Nom Préposition Nom
importación de cereal	2	6.01	importación de cereales	Nom Préposition Nom
modalidad de empleo	2	6.01	modalidades de empleo	Nom Préposition Nom
aspecto en materia	2	6.01	aspecto en materia	Nom Préposition Nom
intercalar	2	6.01	intercalar	Verbe
patrón oro	2	6.01	patrón oro	Nom Nom
ejercerían	2	6.01	ejercerían	Verbe
disminución considerable	2	6.01	disminución considerable	Nom Adjectif
serie de parámetro	2	6.01	serie de parámetros	Nom Préposition Nom
empresa económico	2	6.01	empresas económicas	Nom Adjectif
vez de acuerdo	2	6.01	vez de acuerdo	Nom Préposition Nom
campo fundamental	2	6.01	campo fundamental	Nom Adjectif
cosmos	2	6.01	cosmos	Nom
alimento barato	2	6.01	alimentos baratos	Nom Adjectif
alimentación diario	2	6.01	alimentación diaria	Nom Adjectif
volumen de dinero	2	6.01	volumen de dinero	Nom Préposition Nom
situación inestable	2	6.01	situaciones inestables	Nom Adjectif
definición diferente	2	6.01	definiciones diferentes	Nom Adjectif
cambio total	2	6.01	cambio total	Nom Adjectif
cantidad inicial	2	6.01	cantidad inicial	Nom Adjectif
desahogo	2	6.01	desahogo	Nom
falta de crecimiento	2	6.01	falta de crecimiento	Nom Préposition Nom
rasgo esencial	2	6.01	rasgos esenciales	Nom Adjectif
argumento decisivo	2	6.01	argumentos decisivos	Nom Adjectif
esquema clásico	2	6.01	esquema clásico	Nom Adjectif
proceso de eliminación	2	6.01	proceso de eliminación	Nom Préposition Nom
arriesgaré	2	6.01	arriesgaré	Verbe
elemento individual	2	6.01	elementos individuales	Nom Adjectif
mencionarla	2	6.01	mencionarla	Verbe
organización industrial	2	6.01	organización industrial	Nom Adjectif
flujo total	2	6.01	flujos totales	Nom Adjectif
indujeron	2	6.01	indujeron	Verbe
resultado inevitable	2	6.01	resultado inevitable	Nom Adjectif
disminución gradual	2	6.01	disminución gradual	Nom Adjectif
equilibrio inestable	2	6.01	equilibrio inestable	Nom Adjectif
consideración principal	2	6.01	consideraciones principales	Nom Adjectif
pagadera	2	6.01	pagadera	Adjectif
término de política económico	2	6.01	términos de política económica	Nom Préposition Nom Adjectif
declaradamente	2	6.01	declaradamente	Adverbe
tasa global	2	6.01	tasas globales	Nom Adjectif
calificación crediticia	2	6.01	calificación crediticia	Nom Adjectif
creencia general	2	6.01	creencia general	Nom Adjectif
contemplaron	2	6.01	contemplaron	Verbe
interesaron	2	6.01	interesaron	Verbe
serie de cifra	2	6.01	serie de cifras	Nom Préposition Nom
olvidarla	2	6.01	olvidarla	Verbe
aceleradamente	2	6.01	aceleradamente	Adverbe
comercio de semilla	2	6.01	comercio de semillas	Nom Préposition Nom
satisfarán	2	6.01	satisfarán	Verbe
intolerablemente	2	6.01	intolerablemente	Adverbe
gestión privado	2	6.01	gestión privada	Nom Adjectif
derecho antidumping	2	6.01	derechos antidumping	Nom Nom
modo preciso	2	6.01	modo preciso	Nom Adjectif
crecimiento del comercio mundial	2	6.01	crecimiento del comercio mundial	Nom Préposition Nom Adjectif
revaluar	2	6.01	revaluar	Verbe
dante	2	6.01	dante	Nom
valor normal	2	6.01	valor normal	Nom Adjectif
punto de vista operativo	2	6.01	punto de vista operativo	Nom Préposition Nom Adjectif
prestamistas	2	6.01	prestamistas	Nom
estado normal	2	6.01	estado normal	Nom Adjectif
cartera de inversión	2	6.01	cartera de inversión	Nom Préposition Nom
perspectiva favorable	2	6.01	perspectivas favorables	Nom Adjectif
aumento espectacular	2	6.01	aumento espectacular	Nom Adjectif
recuperación del empleo	2	6.01	recuperación del empleo	Nom Préposition Nom
mercado de renta	2	6.01	mercado de renta	Nom Préposition Nom
tipo de conocimiento	2	6.01	tipo de conocimiento	Nom Préposition Nom
inflación subyacente	2	6.01	inflación subyacente	Nom Adjectif
repercusión indirecto	2	6.01	repercusiones indirectas	Nom Adjectif
término de convergencia	2	6.01	términos de convergencia	Nom Préposition Nom
deuda|deudo nacional	2	6.01	deuda nacional	Nom Adjectif
factor dominante	2	6.01	factor dominante	Nom Adjectif
ejercicio precedente	2	6.01	ejercicio precedente___ejercicios precedentes	Nom Adjectif
diferencia básico	2	6.01	diferencias básicas	Nom Adjectif
lícito	6	6	lícito	Adjectif
descendiente	6	6	descendientes	Nom
debilitamiento	11	6	debilitamiento	Nom
moderado	4	5.99	moderadamente	Adverbe
embarcarnos	4	5.99	embarcarnos	Verbe
organización político	4	5.99	organización política___organizaciones políticas	Nom Adjectif
sector primario	4	5.99	sector primario	Nom Adjectif
libra esterlino	8	5.98	libra esterlina___libras esterlinas	Nom Adjectif
cuantitativo	14	5.97	cuantitativo___cuantitativos	Adjectif
especulativo	11	5.96	especulativo___especulativos	Adjectif
escasez	16	5.95	escasez	Nom
caso particular	8	5.95	caso particular___casos particulares	Nom Adjectif
estudiar	48	5.94	estudiar___estudian___estudiarlo___estudiamos	Verbe
ventaja	57	5.93	ventaja___ventajas	Nom
conservador	14	5.89	conservador___conservadoras	Adjectif
plantación	10	5.89	plantaciones	Nom
uso	109	5.88	uso___usos	Nom
argumento	56	5.87	argumento___argumentos	Nom
experiencia histórico	4	5.87	experiencia histórica	Nom Adjectif
convencional	16	5.87	convencional___convencionales	Adjectif
plata	4	5.87	plata	Nom
tasa de mortalidad	4	5.87	tasa de mortalidad___tasas de mortalidad	Nom Préposition Nom
castellano	4	5.87	castellano	Nom
retener	10	5.87	retener___retiene	Verbe
preferencia	30	5.86	preferencia___preferencias	Nom
inglés	18	5.85	inglés___ingleses	Nom
pirámide	6	5.84	pirámide	Nom
cosecha	12	5.84	cosecha___cosechas	Nom
sobresaliente	6	5.84	sobresaliente___sobresalientes	Adjectif
escoger	10	5.82	escoger___escogiera___escogieron	Verbe
venta	45	5.82	venta___ventas	Nom
forma paralelo	5	5.8	forma paralela	Nom Adjectif
boletín	5	5.8	boletín	Nom
relación existente	6	5.79	relación existente	Nom Adjectif
brecha	12	5.79	brecha	Nom
vaivén	3	5.79	vaivén___vaivenes	Nom
entidad financiero	6	5.79	entidad financiera___entidades financieras	Nom Adjectif
estructura social	6	5.79	estructura social___estructuras sociales	Nom Adjectif
horizonte	14	5.78	horizonte	Nom
aproximadamente	32	5.77	aproximadamente	Adverbe
flujo	25	5.77	flujo___flujos	Nom
compraventa	4	5.76	compraventa	Nom
industria	29	5.76	industrias	Nom
enseñanza	34	5.75	enseñanza___enseñanzas	Nom
facilidad	21	5.75	facilidad___facilidades	Nom
inevitable	20	5.75	inevitable___inevitables	Adjectif
estrategia de desarrollo	8	5.75	estrategia de desarrollo___estrategias de desarrollo	Nom Préposition Nom
indirectamente	16	5.75	indirectamente	Adverbe
circular	14	5.74	circular___circulares	Adjectif
mejoría	5	5.73	mejoría	Nom
naturaleza	54	5.7	naturaleza	Nom
católico	10	5.69	católico___católica	Adjectif
deducción	8	5.69	deducción___deducciones	Nom
comercio mundial	16	5.68	comercio mundial	Nom Adjectif
comportar	16	5.68	comportar___comportan	Verbe
macroeconómica	12	5.67	macroeconómica	Adjectif
perturbación	9	5.67	perturbación___perturbaciones	Nom
proceso productivo	4	5.66	proceso productivo	Nom Adjectif
cuestión práctico	4	5.66	cuestiones prácticas	Nom Adjectif
poseedores	4	5.66	poseedores	Nom
paradoja	10	5.64	paradoja	Nom
científico	75	5.64	científico___científica___científicas	Adjectif
innovación tecnológico	8	5.63	innovación tecnológica	Nom Adjectif
sueldo	14	5.63	sueldo___sueldos	Nom
tecnológico	42	5.63	tecnológico___tecnológica	Adjectif
desilusión	6	5.63	desilusión	Nom
fuente	56	5.62	fuente___fuentes	Nom
abonar	7	5.62	abonar	Verbe
cotizar	5	5.6	cotizar___cotizan___cotizó	Verbe
circunstancia atenuante	3	5.6	circunstancias atenuantes	Nom Nom
perpetuo	5	5.6	perpetuo___perpetua	Adjectif
dominio	16	5.58	dominio	Nom
consistir	58	5.57	consistió___consista	Verbe
insignificante	8	5.57	insignificante	Adjectif
imperio	14	5.57	imperio	Nom
financial	4	5.56	financial	Nom
estabilidad macroeconómica	4	5.56	estabilidad macroeconómica	Nom Adjectif
procediera	4	5.56	procediera	Verbe
anual	61	5.56	anual___anuales	Adjectif
expansivo	4	5.56	expansivo	Adjectif
campo económico	4	5.56	campo económico___campos económicos	Nom Adjectif
ventajosas	4	5.56	ventajosas	Adjectif
especificar	15	5.55	especificar___especificará___especifique	Verbe
derecha	22	5.54	derecha	Nom
aproximar	15	5.54	aproximan___aproximaba	Verbe
alcanzar	105	5.53	alcanzar___alcanzará___alcanzaba___alcancen	Verbe
introducción	59	5.52	introducción	Nom
paralelo	21	5.52	paralelo___paralela___paralelas	Adjectif
expuesto	8	5.51	expuesta	Adjectif
afluencia	8	5.51	afluencia	Nom
inevitable	16	5.49	inevitablemente	Adverbe
encostar|encuestar	13	5.49	encuestas	Verbe
alto|supremo	8	5.48	supremo___suprema	Adjectif
desigualdad	26	5.48	desigualdad___desigualdades	Nom
relación	287	5.47	relación___relaciones	Nom
cantidad de recurso	4	5.46	cantidad de recursos	Nom Préposition Nom
radicalización	4	5.46	radicalización	Nom
normal	38	5.46	normal___normales	Adjectif
quinquenio	4	5.46	quinquenio	Nom
divergente	4	5.46	divergente	Adjectif
diversificar	6	5.45	diversificar	Verbe
luego	73	5.45	luego	Adverbe
atraer	14	5.44	atraer___atraen___atrajo	Verbe
afirmación	30	5.43	afirmación	Nom
cifra absoluto	3	5.43	cifras absolutas	Nom Adjectif
párrafo	34	5.42	párrafo___párrafos	Nom
convergente	5	5.41	convergente	Adjectif
sustituir	31	5.4	sustituir___sustituirá___sustituirla___sustituimos	Verbe
clasificar	8	5.39	clasificar___clasifican	Verbe
término general	14	5.37	términos generales	Nom Adjectif
modificación sustancial	4	5.37	modificación sustancial___modificaciones sustanciales	Nom Adjectif
cajeros automático	4	5.37	cajeros automáticos	Nom Adjectif
bastante	71	5.37	bastante	Adverbe
emperador	4	5.37	emperador	Nom
hacienda público	4	5.37	hacienda pública	Nom Adjectif
heroico	4	5.37	heroico	Adjectif
anécdota	4	5.37	anécdota___anécdotas	Nom
típico	12	5.36	típico___típicos	Adjectif
verdad	70	5.36	verdad	Nom
salario pequeño	6	5.36	salario mínimo___salarios menores	Nom Adjectif
bastante	18	5.35	bastante___bastantes	Adjectif
transformar	19	5.29	transformar___transforma___transforme	Verbe
reseña	4	5.28	reseña___reseñas	Nom
proceso económico	4	5.28	proceso económico	Nom Adjectif
expedito	4	5.28	expedito	Adjectif
violento	4	5.28	violentamente	Adverbe
espíritu de empresa	4	5.28	espíritu de empresa	Nom Préposition Nom
retribución	11	5.28	retribución___retribuciones	Nom
admitir	35	5.28	admitir___admitirá___admiten___admitieran	Verbe
