Candidat de regroupement	Fréquence	Spécificité	Variantes orthographiques	Matrice
señal de proliferación	3	5.14	señal de proliferación___señales de proliferación	Nom Préposition Nom
constitución cromosómica	3	5.14	constitución cromosómica	Nom Adjectif
tipo celular apropiado	3	5.14	tipo celular apropiada___tipos celulares apropiados	Nom Adjectif Adjectif
reacción celular	3	5.14	reacciones celulares	Nom Adjectif
enzimas responsable	3	5.14	enzimas responsables	Nom Adjectif
ejemplo espectacular	3	5.14	ejemplo espectacular	Nom Adjectif
gonadotropina coriónica humano	3	5.14	gonadotropina coriónica humana	Nom Adjectif Adjectif
caso índice	3	5.14	caso índice	Nom Nom
análisis del adn	3	5.14	análisis del adn	Nom Préposition Nom
tiempo de generación	3	5.14	tiempo de generación___tiempos de generación	Nom Préposition Nom
purificación del factor	3	5.14	purificación del factor	Nom Préposition Nom
associates	3	5.14	associates	Nom
horario de cierre	3	5.14	horario de cierre	Nom Préposition Nom
ciclo del dca	3	5.14	ciclo del dca	Nom Préposition Nom
mutación presente	3	5.14	mutación presente___mutaciones presentes	Nom Adjectif
monofluoracetato	3	5.14	monofluoracetato	Nom
computadora pequeño	3	5.14	computadora pequeña___computadoras pequeñas	Nom Adjectif
autosómica recesiva	3	5.14	autosómica recesiva	Nom Adjectif
loci humano	3	5.14	loci humanos	Nom Adjectif
oxidación del metano	3	5.14	oxidación del metano	Nom Préposition Nom
dicigóticos	3	5.14	dicigóticos	Nom
pcd	3	5.14	pcd	Nom
generación celular	3	5.14	generación celular___generaciones celulares	Nom Adjectif
mecanismo habitual	3	5.14	mecanismo habitual	Nom Adjectif
rendimiento de crecimiento	3	5.14	rendimiento de crecimiento___rendimientos de crecimiento	Nom Préposition Nom
mono-oxidasa	3	5.14	mono-oxidasa	Nom
penetrancia reducido	3	5.14	penetrancia reducida	Nom Adjectif
oxidasa terminal	3	5.14	oxidasa terminal	Nom Adjectif
función anaplerótica	3	5.14	función anaplerótica	Nom Adjectif
cromómeros	3	5.14	cromómeros	Nom
red en forma	3	5.14	red en forma	Nom Préposition Nom
red de columna vertebral	3	5.14	red de columna vertebral	Nom Préposition Nom Adjectif
oxidación del glioxilato	3	5.14	oxidación del glioxilato	Nom Préposition Nom
par de computadora	3	5.14	par de computadoras___pares de computadoras	Nom Préposition Nom
dosis génica	3	5.14	dosis génica	Nom Adjectif
final de periodo	3	5.14	final de periodo	Nom Préposition Nom
vida del organismo	3	5.14	vida del organismo	Nom Préposition Nom
tarea determinado	3	5.14	tarea determinada___tareas determinadas	Nom Adjectif
grupo de hembra	3	5.14	grupo de hembras	Nom Préposition Nom
inicio del estudio	3	5.14	inicio del estudio	Nom Préposition Nom
origen parental	3	5.14	origen parental	Nom Nom
cerebro del varón	3	5.14	cerebro del varón	Nom Préposition Nom
lite	3	5.14	lite	Nom
ligasas	3	5.14	ligasas	Nom
temperatura ambiente	3	5.14	temperatura ambiente	Nom Adjectif
formato de paquete	3	5.14	formato de paquete	Nom Préposition Nom
oxidación de sustratos	3	5.14	oxidación de sustratos	Nom Préposition Nom
molécula de glioxilato	3	5.14	molécula de glioxilato___moléculas de glioxilato	Nom Préposition Nom
gen bacteriano	3	5.14	gen bacteriano	Nom Nom
vencimiento pertinente	3	5.14	vencimiento pertinente	Nom Adjectif
msn	3	5.14	msn	Nom
tejido diana	3	5.14	tejido diana	Nom Nom
secuencia del cromosoma	3	5.14	secuencia del cromosoma___secuencias del cromosoma	Nom Préposition Nom
documento de standard	3	5.14	documento de estándares___documentos de estándares	Nom Préposition Nom
información de audio	3	5.14	información de audio	Nom Préposition Nom
número de computadora	3	5.14	número de computadoras	Nom Préposition Nom
transferencia de información genético	3	5.14	transferencia de información genética	Nom Préposition Nom Adjectif
genes idéntico	3	5.14	genes idénticos	Nom Adjectif
precio de cierre especial	3	5.14	precio de cierre especial	Nom Préposition Nom Adjectif
información diagnóstica	3	5.14	información diagnóstica	Nom Adjectif
oveja transgénica	3	5.14	oveja transgénica	Nom Adjectif
vendedor de computadora	3	5.14	vendedor de computadoras___vendedores de computadoras	Nom Préposition Nom
oxoglutarato	3	5.14	oxoglutarato	Nom
número impar	3	5.14	número impar	Nom Adjectif
forma de plásmidos	3	5.14	forma de plásmidos	Nom Préposition Nom
hardy-weinberg	3	5.14	hardy-weinberg	Nom
índice de base	3	5.14	índice de base	Nom Préposition Nom
sesión de vivo	3	5.14	sesión de viva	Nom Préposition Nom
multitarea	3	5.14	multitarea	Nom
mezcla heterogénea	3	5.14	mezcla heterogénea	Nom Adjectif
pérdida de señal	3	5.14	pérdida de señal	Nom Préposition Nom
circuito complejo	3	5.14	circuitos complejos	Nom Adjectif
obligation notionnelle	3	5.14	obligation notionnelle	Nom Adjectif
matif	3	5.14	matif	Nom
célula procariotas	3	5.14	células procariotas	Nom Adjectif
número par	3	5.14	número par	Nom Adjectif
núcleo en interfase	3	5.14	núcleo en interfase	Nom Préposition Nom
impresora de red	3	5.14	impresora de red	Nom Préposition Nom
respuesta del sistema	3	5.14	respuesta del sistema	Nom Préposition Nom
cadena de polinucleótidos	3	5.14	cadenas de polinucleótidos	Nom Préposition Nom
sociobiología	3	5.14	sociobiología	Nom
cepa específico	3	5.14	cepas específicas	Nom Adjectif
hélice simple	3	5.14	hélice simple	Nom Adjectif
especificación reglamentario correspondiente	3	5.14	especificaciones reglamentarias correspondientes	Nom Adjectif Adjectif
computadora de propósito especial	3	5.14	computadoras de propósito especial___computadora de propósitos especiales	Nom Préposition Nom Adjectif
codificación ascii	3	5.14	codificación ascii	Nom Nom
frecuencia elevado	3	5.14	frecuencia elevada	Nom Adjectif
disección genético	3	5.14	disección genética	Nom Adjectif
metilotrofos	3	5.14	metilotrofos	Nom
impresor de red	3	5.14	impresoras de red	Nom Préposition Nom
hardware de red subyacente	3	5.14	hardware de red subyacente	Nom Préposition Nom Adjectif
herramienta de investigación	3	5.14	herramienta de investigación___herramientas de investigación	Nom Préposition Nom
conjunto de computadora	3	5.14	conjunto de computadoras	Nom Préposition Nom
confiabilidad	3	5.14	confiabilidad	Nom
reproducción del sonido	3	5.14	reproducción del sonido	Nom Préposition Nom
recombinación desigual	3	5.14	recombinación desigual	Nom Adjectif
hermano varón	3	5.14	hermanos varones	Nom Nom
ingesta de sodio	3	5.14	ingesta de sodio	Nom Préposition Nom
ratón célula	3	5.14	ratón células___ratones células	Nom Nom
netscape navigator	3	5.14	netscape navigator	Nom Nom
kappa	3	5.14	kappa	Nom
técnica de sustitución génica	3	5.14	técnica de sustitución génica	Nom Préposition Nom Adjectif
color del pelaje	3	5.14	color del pelaje	Nom Préposition Nom
estado receptivo	3	5.14	estado receptivo	Nom Adjectif
replicación tardío	3	5.14	replicación tardía	Nom Adjectif
trastorno ligado	3	5.14	trastornos ligados	Nom Adjectif
día de vencimiento	3	5.14	día de vencimiento	Nom Préposition Nom
canal de información público	3	5.14	canales de información pública	Nom Préposition Nom Adjectif
leucemia de ratón	3	5.14	leucemia de ratón	Nom Préposition Nom
computadora molecular	3	5.14	computadoras moleculares	Nom Adjectif
genes de importancia	3	5.14	genes de importancia	Nom Préposition Nom
usuario de forma	3	5.14	usuario de forma___usuarios de forma	Nom Préposition Nom
desarrollo gráfico	3	5.14	desarrollo gráfico	Nom Adjectif
fija siguiente	3	5.14	fija siguiente	Nom Adjectif
orden de sustracción	3	5.14	orden de sustracción	Nom Préposition Nom
límite de fluctuación grande	3	5.14	límites de fluctuación máxima	Nom Préposition Nom Adjectif
servidor ole	3	5.14	servidor ole	Nom Adjectif
crecimiento celular incontrolado	3	5.14	crecimiento celular incontrolado	Nom Adjectif Adjectif
largo del sistema	3	5.14	largo del sistema	Nom Préposition Nom
trastorno autosómicos recesivos	3	5.14	trastornos autosómicos recesivos	Nom Adjectif Adjectif
expresión de genes ligado	3	5.14	expresión de genes ligados	Nom Préposition Nom Adjectif
neomicina	3	5.14	neomicina	Nom
menú de gopher	3	5.14	menú de gopher___menús de gopher	Nom Préposition Nom
molécula orgánico	3	5.14	moléculas orgánicas	Nom Adjectif
nivel de tensión arterial	3	5.14	niveles de tensión arterial	Nom Préposition Nom Adjectif
mimesis	3	5.14	mimesis	Nom
proteína supresora	3	5.14	proteína supresora	Nom Adjectif
muestra sanguíneas	3	5.14	muestras sanguíneas	Nom Adjectif
mayoría de organismo	3	5.14	mayoría de organismos	Nom Préposition Nom
parte cliente	3	5.14	parte cliente	Nom Nom
conducto genital	3	5.14	conductos genitales	Nom Adjectif
frotis	3	5.14	frotis	Nom
cromátides hermano	3	5.14	cromátides hermanas	Nom Nom
linfocitos de sangre periférico	3	5.14	linfocitos de sangre periférica	Nom Préposition Nom Adjectif
subcutánea	3	5.14	subcutánea	Nom
defecto cromosómico	3	5.14	defecto cromosómico	Nom Adjectif
planum temporale	3	5.14	planum temporale	Nom Adjectif
mutación hereditaria	3	5.14	mutación hereditaria	Nom Adjectif
proteína activadora	3	5.14	proteína activadora	Nom Adjectif
crecimiento microbiano aeróbico	3	5.14	crecimiento microbiano aeróbico	Nom Adjectif Adjectif
tipo de computadora	3	5.14	tipo de computadora___tipos de computadoras	Nom Préposition Nom
methylosinus	3	5.14	methylosinus	Nom
levadura saccharomyces	3	5.14	levadura saccharomyces	Nom Nom
descubrimiento notable	3	5.14	descubrimiento notable___descubrimientos notables	Nom Adjectif
estadificación	3	5.14	estadificación	Nom
tamaño del segmento	3	5.14	tamaño del segmento	Nom Préposition Nom
forma de número binario	3	5.14	forma de número binario___forma de números binarios	Nom Préposition Nom Adjectif
individuo pequeño	3	5.14	individuos pequeñitos___individuos mínimamente	Nom Adjectif
técnica habitual	3	5.14	técnica habitual___técnicas habituales	Nom Adjectif
célula germinales primordial	3	5.14	células germinales primordiales	Nom Adjectif Adjectif
función del riñón	3	5.14	función del riñón___funciones del riñón	Nom Préposition Nom
cambio visible	3	5.14	cambios visibles	Nom Adjectif
mancha oscuro	3	5.14	manchas oscuras	Nom Adjectif
escáneres personal	3	5.14	escáneres personales	Nom Adjectif
ciencia de cómputo	3	5.14	ciencias de cómputo	Nom Préposition Nom
manera instantáneo	3	5.14	manera instantánea	Nom Adjectif
vértice final	3	5.14	vértice final	Nom Adjectif
alimentador	3	5.14	alimentador	Nom
interés biotecnológico	3	5.14	interés biotecnológico	Nom Adjectif
palabra individual	3	5.14	palabra individual	Nom Adjectif
ciudad intermedio	3	5.14	ciudades intermedias	Nom Adjectif
tío maternos	3	5.14	tíos maternos	Nom Adjectif
localización exacto	3	5.14	localización exacta	Nom Adjectif
adenovíricos	3	5.14	adenovíricos	Nom
esferitas	3	5.14	esferitas	Nom
página html	3	5.14	páginas html	Nom Adjectif
uso de extends	3	5.14	uso de extends	Nom Préposition Nom
momento conveniente	3	5.14	momento conveniente	Nom Adjectif
gametos masculino	3	5.14	gametos masculino___gametos masculinos	Nom Adjectif
ribulosa	3	5.14	ribulosa	Nom
programa de aplicación local	3	5.14	programa de aplicación local	Nom Préposition Nom Adjectif
terminal convencional	3	5.14	terminal convencional___terminales convencionales	Nom Adjectif
factor similar	3	5.14	factores similares	Nom Adjectif
accesar	3	5.14	accesar	Nom
patrón clásico	3	5.14	patrones clásicos	Nom Adjectif
bacteria metilotrofas	3	5.14	bacterias metilotrofas	Nom Adjectif
microorganismos del tipo	3	5.14	microorganismos del tipo	Nom Préposition Nom
modo predecible	3	5.14	modo predecible	Nom Adjectif
fija posterior	3	5.14	fija posterior	Nom Adjectif
enfermedad ligado	3	5.14	enfermedad ligada___enfermedades ligadas	Nom Adjectif
mensaje de control	3	5.14	mensajes de control	Nom Préposition Nom
comprensión detallado	3	5.14	comprensión detallada	Nom Adjectif
envoltura lipídica	3	5.14	envoltura lipídica	Nom Adjectif
conjunto de opción	3	5.14	conjunto de opciones___conjuntos de opciones	Nom Préposition Nom
enzima clave	3	5.14	enzima clave	Nom Adjectif
genoma entero	3	5.14	genoma entero	Nom Adjectif
capacidad terapéutica	3	5.14	capacidad terapéutica	Nom Nom
nivel de dna	3	5.14	nivel de dna	Nom Préposition Nom
usuario de usenet	3	5.14	usuario de usenet___usuarios de usenet	Nom Préposition Nom
receptor de célula	3	5.14	receptor de células___receptores de células	Nom Préposition Nom
adaptador de red	3	5.14	adaptador de red___adaptadores de red	Nom Préposition Nom
historia personal	3	5.14	historia personal	Nom Adjectif
directory	3	5.14	directory	Nom
esterasa	3	5.14	esterasa	Nom
mezcla de célula	3	5.14	mezcla de células	Nom Préposition Nom
ejemplo de enzimas	3	5.14	ejemplos de enzimas	Nom Préposition Nom
lista de número	3	5.14	lista de números	Nom Préposition Nom
catalizadores biológico	3	5.14	catalizadores biológicos	Nom Adjectif
pirimidínicas	3	5.14	pirimidínicas	Nom
vehículo de motor nuevo	3	5.14	vehículos de motor nuevos	Nom Préposition Nom Adjectif
herramienta rápido	3	5.14	herramientas rápidas	Nom Adjectif
anticuerpo puro	3	5.14	anticuerpos puros	Nom Adjectif
punto prueba	3	5.14	punto pruebas	Nom Nom
apc	3	5.14	apc	Nom
aminación	3	5.14	aminación	Nom
transistor	3	5.14	transistor	Nom
hidroxilación	3	5.14	hidroxilación	Nom
síntesis del arn mensajero	3	5.14	síntesis del arn mensajero	Nom Préposition Nom Adjectif
defense	3	5.14	defense	Nom
experto mundial	3	5.14	expertos mundiales	Nom Adjectif
división mitótica	3	5.14	división mitótica	Nom Nom
genes del hospedador	3	5.14	genes del hospedador	Nom Préposition Nom
exceso de sal	3	5.14	exceso de sal___exceso de sales	Nom Préposition Nom
medio de red	3	5.14	medio de red___medio de redes	Nom Préposition Nom
término descriptivo	3	5.14	término descriptivo	Nom Adjectif
implantación de programa	3	5.14	implantación de programas	Nom Préposition Nom
espacio de dirección	3	5.14	espacio de dirección	Nom Préposition Nom
forma de ceguera	3	5.14	forma de ceguera___formas de ceguera	Nom Préposition Nom
mohos filamentosos	3	5.14	mohos filamentosos	Nom Adjectif
modelo de enfermedad	3	5.14	modelo de enfermedad___modelos de enfermedades	Nom Préposition Nom
cota pequeño	3	5.14	cota mínima___cotas mínimas	Nom Adjectif
carácter alfabético	3	5.14	caracteres alfabéticos	Nom Adjectif
destino final	3	5.14	destino final	Nom Nom
característica habitual	3	5.14	característica habitual___características habituales	Nom Adjectif
abort	3	5.14	abort	Nom
sistema de entrada	3	5.14	sistema de entrada___sistemas de entrada	Nom Préposition Nom
loci polimórficos	3	5.14	loci polimórficos	Nom Adjectif
nuestros propósito	3	5.14	nuestros propósitos	Nom Nom
estructura helicoidal	3	5.14	estructura helicoidal	Nom Adjectif
estructura tridimensionales	3	5.14	estructuras tridimensionales	Nom Adjectif
colorante fluorescente	3	5.14	colorante fluorescente	Nom Adjectif
ejemplo simple	3	5.14	ejemplo simple	Nom Adjectif
ausencia de secuencia	3	5.14	ausencia de secuencias	Nom Préposition Nom
aplicación automovilístico	3	5.14	aplicaciones automovilísticas	Nom Adjectif
palabra flor	3	5.14	palabra flor	Nom Nom
darwinismo	3	5.14	darwinismo	Nom
factor transcripcional	3	5.14	factor transcripcional	Nom Adjectif
ausencia del cromosoma	3	5.14	ausencia del cromosoma	Nom Préposition Nom
documento de muestra	3	5.14	documentos de muestra	Nom Préposition Nom
respuesta clínico	3	5.14	respuesta clínica___respuestas clínicas	Nom Adjectif
madre de alquiler	3	5.14	madre de alquiler___madres de alquiler	Nom Préposition Nom
lista de síndrome	3	5.14	lista de síndromes	Nom Préposition Nom
enfermedad hepática	3	5.14	enfermedad hepática	Nom Adjectif
positrones	3	5.14	positrones	Nom
apertura del canal	3	5.14	apertura del canal	Nom Préposition Nom
forma codominante	3	5.14	forma codominante	Nom Nom
kit de desarrollo	3	5.14	kit de desarrollo	Nom Préposition Nom
desarrollo del protocolo	3	5.14	desarrollo del protocolo	Nom Préposition Nom
gen de cáncer	3	5.14	gen de cáncer	Nom Préposition Nom
inmunoterapias	3	5.14	inmunoterapias	Nom
región del gen	3	5.14	región del gen	Nom Préposition Nom
adsorción	3	5.14	adsorción	Nom
célula diferente	3	5.14	células diferentes	Nom Adjectif
individuo afectado	3	5.14	individuo afectado	Nom Adjectif
cariotipo normal	3	5.14	cariotipo normal	Nom Adjectif
detección de proteína	3	5.14	detección de proteína___detección de proteínas	Nom Préposition Nom
aplicación disponible	3	5.14	aplicación disponible___aplicaciones disponibles	Nom Adjectif
tecnología convencional	3	5.14	tecnología convencional___tecnologías convencionales	Nom Adjectif
cristalógrafos	3	5.14	cristalógrafos	Nom
óvulo receptor	3	5.14	óvulo receptor	Nom Adjectif
deficiencia autosómica recesiva	3	5.14	deficiencia autosómica recesiva	Nom Adjectif Adjectif
inclinación humano	3	5.14	inclinaciones humanas	Nom Adjectif
estrategia genético	3	5.14	estrategia genética	Nom Adjectif
dispositivo de hardware	3	5.14	dispositivo de hardware___dispositivos de hardware	Nom Préposition Nom
